sg_uf;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;aa_eleicao;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
RJ;3;Governador;21;NEY DE SOUZA NUNES;NEY NUNES;PCB;PCB;1;Não Eleito;2014-11-25 11:44:32;RJ;190000000136;#NE;680;2014;0,0011;8950;7992212
RN;3;Governador;15;HENRIQUE EDUARDO LYRA ALVES;HENRIQUE ALVES;PMDB;PMDB / PR / PSB / PROS / PDT / SD / PSC / PTB / PPS / PHS / PSDB / PSDC / PRB / PTN / PV / PMN / PRP;1;Segundo turno;2014-11-24 17:10:45;RN;200000000127;#NE;680;2014;0,4734;702196;1483371
RN;3;Governador;55;ROBINSON MESQUITA DE FARIA;ROBINSON FARIA;PSD;PSD / PT / PC do B / PT do B / PP / PEN / PRTB / PTC;1;Segundo turno;2014-11-24 17:10:45;RN;200000000242;#NE;680;2014;0,4204;623614;1483371
RN;3;Governador;50;ROBÉRIO PAULINO RODRIGUES;PROFESSOR ROBÉRIO PAULINO;PSOL;PSOL;1;Não Eleito;2014-11-24 17:10:45;RN;200000000083;#NE;680;2014;0,0874;129616;1483371
RN;3;Governador;16;VERONICA SIMONE DUTRA VERAS;SIMONE DUTRA;PSTU;PSTU;1;Não Eleito;2014-11-24 17:10:45;RN;200000000001;#NE;680;2014;0,0098;14549;1483371
RN;3;Governador;17;ARAKEN BARBOSA DE FARIAS FILHO;ARAKEN;PSL;PSL;1;Não Eleito;2014-11-24 17:10:45;RN;200000000016;#NE;680;2014;0,009;13396;1483371
RO;3;Governador;15;CONFUCIO AIRES MOURA;CONFUCIO MOURA;PMDB;PMDB / PDT / PSB / PTN / PTB / PC do B / PRTB / PSL / PRP;1;Segundo turno;2015-01-14 11:47:47;RO;220000000187;#NE;680;2014;0,3586;288220;803658
RO;3;Governador;45;EXPEDITO GONÇALVES FERREIRA JUNIOR;EXPEDITO JÚNIOR;PSDB;PSDB / PSDC / PSD / PEN / PHS / PSC / PMN / PT do B / PRB / DEM;1;Segundo turno;2015-01-14 11:47:47;RO;220000000038;#NE;680;2014;0,3542;284663;803658
RO;3;Governador;22;DIRLAINE JAQUELINE CASSOL;JAQUELINE CASSOL;PR;PP / PR / PPS / PROS / PV / PTC;1;Não Eleito;2015-01-14 11:47:47;RO;220000000275;#NE;680;2014;0,1511;121406;803658
RO;3;Governador;13;MARITON BENEDITO DE HOLANDA;PADRE TON;PT;PT;1;Não Eleito;2015-01-14 11:47:47;RO;220000000114;#NE;680;2014;0,1264;101612;803658
RO;3;Governador;50;NASCIMENTO ANTONIO DA SILVA;PIMENTA DE RONDONIA;PSOL;PSOL / PSTU;1;Não Eleito;2015-01-14 11:47:47;RO;220000000003;#NE;680;2014;0,0098;7757;791403
RR;3;Governador;11;MARIA SUELY SILVA CAMPOS;SUELY CAMPOS;PP;PP / PTB / DEM;1;Segundo turno;2014-10-06 11:11:01;RR;230000000804;#NE;680;2014;0,4148;100973;243423
RR;3;Governador;40;FRANCISCO DE ASSIS RODRIGUES;CHICO RODRIGUES;PSB;PSB / PMDB / PSDB / PR / PRB / PSD / SD / PROS / PPS / PSC / PMN / PSDC / PT do B / PRTB / PHS / PSL / PPL / PTN / PEN / PRP;1;Segundo turno;2014-10-06 11:11:01;RR;230000000345;#NE;680;2014;0,3762;91578;243423
RR;3;Governador;13;ANGELA MARIA GOMES PORTELA;ANGELA PORTELA;PT;PT / PDT / PC do B / PV / PTC;1;Não Eleito;2014-10-06 11:11:01;RR;230000000253;#NE;680;2014;0,1803;43897;243423
RR;3;Governador;50;HAMILTON CASTRO CAVALCANTE;HAMILTON;PSOL;PSOL / PSTU;1;Não Eleito;2014-10-06 11:11:01;RR;230000000009;#NE;680;2014;0,0287;6975;243423
RS;3;Governador;15;JOSÉ IVO SARTORI;JOSÉ IVO SARTORI;PMDB;PMDB / PSD / PPS / PSB / PHS / PT do B / PSL / PSDC;1;Segundo turno;2014-10-05 22:01:25;RS;210000000083;#NE;680;2014;0,404;2487889;6158354
RS;3;Governador;13;TARSO FERNANDO HERZ GENRO;TARSO GENRO;PT;PT / PTC / PC do B / PROS / PPL / PTB / PR;1;Segundo turno;2014-10-05 22:01:25;RS;210000000003;#NE;680;2014;0,3257;2005743;6158354
RS;3;Governador;11;ANA AMELIA DE LEMOS;ANA AMELIA LEMOS;PP;PP / PRB / PSDB / SD;1;Não Eleito;2014-10-05 22:01:25;RS;210000000633;#NE;680;2014;0,2179;1342115;6158354
RS;3;Governador;12;CARLOS EDUARDO VIEIRA DA CUNHA;VIEIRA DA CUNHA;PDT;PDT / PSC / DEM / PV / PEN;1;Não Eleito;2014-10-05 22:01:25;RS;210000000282;#NE;680;2014;0,0427;263062;6158354
RS;3;Governador;50;CARLOS ROBERTO DE SOUZA ROBAINA;ROBERTO ROBAINA;PSOL;PSOL / PSTU;1;Não Eleito;2014-10-05 22:01:25;RS;210000000059;#NE;680;2014;0,0079;47138;5998519
RS;3;Governador;28;EDISON ESTIVALETE BILHALVA;ESTIVALETE;PRTB;PRTB;1;Não Eleito;2014-10-05 22:01:25;RS;210000000500;#NE;680;2014;0,0017;10154;5983218
RS;3;Governador;21;HUMBERTO SETEMBRINO CORREA CARVALHO;HUMBERTO CARVALHO;PCB;PCB;1;Não Eleito;2014-10-05 22:01:25;RS;210000000627;#NE;680;2014;0,0004;2253;5575875
SC;3;Governador;55;JOÃO RAIMUNDO COLOMBO;RAIMUNDO COLOMBO;PSD;PSD / PRB / PMDB / PR / PTB / PSC / PSDC / PROS / PV / PC do B / PDT / DEM;1;Eleito;2014-10-05 22:13:44;SC;240000000207;#NE;680;2014;0,5136;1763735;3433761
SC;3;Governador;45;PAULO ROBERTO BAUER;PAULO BAUER;PSDB;PP / PSL / PTN / PPS / PRTB / PHS / PTC / PSB / PSDB / PEN / PT do B / SD;1;Não Eleito;2014-10-05 22:13:44;SC;240000000459;#NE;680;2014;0,299;1026722;3433761
SC;3;Governador;13;CLAUDIO ANTONIO VIGNATTI;CLAUDIO VIGNATTI;PT;PT;1;Não Eleito;2014-10-05 22:13:44;SC;240000000141;#NE;680;2014;0,1556;534196;3433761
SC;3;Governador;50;AFRÂNIO TADEU BOPPRÉ;AFRÂNIO BOPPRÉ;PSOL;PSOL;1;Não Eleito;2014-10-05 22:13:44;SC;240000000058;#NE;680;2014;0,018;61814;3433761
SC;3;Governador;54;JANAINA CONCEIÇÃO DEITOS;JANAINA DEITOS;PPL;PPL / PMN;1;Não Eleito;2014-10-05 22:13:44;SC;240000000496;#NE;680;2014;0,008;27437;3433761
SC;3;Governador;44;ELPIDIO RIBEIRO NEVES;ELPÍDIO NEVES;PRP;PRP;1;Não Eleito;2014-10-05 22:13:44;SC;240000000115;#NE;680;2014;0,0025;8510;3433761
SC;3;Governador;16;GILMAR SALGADO DOS SANTOS;GILMAR SALGADO;PSTU;PSTU;1;Não Eleito;2014-10-05 22:13:44;SC;240000000197;#NE;680;2014;0,0022;7420;3433761
SC;3;Governador;21;MARLENE DE SOUZA SOCCAS SAZAN;MARLENE SOCCAS;PCB;PCB;1;Não Eleito;2014-10-05 22:13:44;SC;240000000311;#NE;680;2014;0,0011;3927;3433761
SE;3;Governador;15;JACKSON BARRETO DE LIMA;JACKSON BARRETO;PMDB;PT / PSD / PC do B / PRTB / PDT / PRP / PROS / PSDC / PMDB / PSB / PRB;1;Eleito;2014-10-05 21:35:24;SE;260000000077;#NE;680;2014;0,5352;537793;1004802
SE;3;Governador;20;EDUARDO ALVES DO AMORIM;EDUARDO AMORIM;PSC;DEM / PSDB / PP / PT do B / PSC / PTC / PSL / PTB / SD / PV / PPS / PHS / PMN / PR / PEN;1;Não Eleito;2014-10-05 21:35:24;SE;260000000085;#NE;680;2014;0,4137;415641;1004802
SE;3;Governador;50;SÔNIA MEIRE SANTOS AZEVEDO DE JESUS;PROF, SÔNIA MEIRE;PSOL;PSOL / PSTU / PCB;1;Não Eleito;2014-10-05 21:35:24;SE;260000000005;#NE;680;2014;0,0461;46346;1004802
SE;3;Governador;19;ALBERTO DOS SANTOS;BETINHO;PTN;PTN;1;Não Eleito;2014-10-05 21:35:24;SE;260000000171;#NE;680;2014;0,003;3034;997053
SE;3;Governador;54;AIRTON COSTA SANTOS;AIRTON DA CGTB;PPL;PPL;1;Não Eleito;2014-10-05 21:35:24;SE;260000000073;#NE;680;2014;0,002;1988;973089
SP;3;Governador;45;GERALDO JOSE RODRIGUES ALCKMIN FILHO;GERALDO ALCKMIN;PSDB;PSDB / DEM / PEN / PMN / PT do B / PTC / PTN / SD / PPS / PRB / PSB / PSC / PSDC / PSL;1;Eleito;2018-02-07 15:21:52;SP;250000001672;#NE;680;2014;0,5731;12230807;21341222
SP;3;Governador;15;PAULO ANTONIO SKAF;SKAF;PMDB;PMDB / PROS / PSD / PP / PDT;1;Não Eleito;2018-02-07 15:21:52;SP;250000002087;#NE;680;2014;0,2153;4594708;21341222
SP;3;Governador;13;ALEXANDRE ROCHA SANTOS PADILHA;PADILHA;PT;PT / PC do B / PR;1;Não Eleito;2018-02-07 15:21:52;SP;250000000502;#NE;680;2014;0,1822;3888584;21341222
SP;3;Governador;43;GILBERTO TANOS NATALINI;GILBERTO NATALINI;PV;PV;1;Não Eleito;2018-02-07 15:21:52;SP;250000000896;#NE;680;2014;0,0122;260696;21341222
SP;3;Governador;50;GILBERTO MARINGONI DE OLIVEIRA;MARINGONI;PSOL;PSOL / PSTU;1;Não Eleito;2018-02-07 15:21:52;SP;250000001684;#NE;680;2014;0,0088;187487;21341222
SP;3;Governador;31;LAERCIO BENKO LOPES;LAÉRCIO BENKO;PHS;PHS / PRP;1;Não Eleito;2018-02-07 15:21:52;SP;250000002913;#NE;680;2014;0,0062;132042;21341222
SP;3;Governador;28;WALTER PAIVA CIGLIONI;WALTER CIGLIONI;PRTB;PRTB;1;Não Eleito;2018-02-07 15:21:52;SP;250000002248;#NE;680;2014;0,0011;22822;21341222
SP;3;Governador;21;WAGNER JOSÉ GONÇALVES FARIAS;WAGNER FARIAS;PCB;PCB;1;Não Eleito;2018-02-07 15:21:52;SP;250000002332;#NE;680;2014;0,0006;12958;21341222
SP;3;Governador;29;RAIMUNDO SENA DE JESUS;RAIMUNDO SENA;PCO;PCO;1;Não Eleito;2018-02-07 15:21:52;SP;250000001485;#NE;680;2014;0,0005;11118;21341222
TO;3;Governador;15;MARCELO DE CARVALHO MIRANDA;MARCELO MIRANDA;PMDB;PMDB / PT / PSD / PV;1;Eleito;2014-10-05 21:24:08;TO;270000000009;#NE;680;2014;0,513;360640;703013
TO;3;Governador;77;SANDOVAL LOBO CARDOSO;SANDOVAL CARDOSO;SD;PRB / PP / PDT / PTB / PSL / PSC / PR / PPS / DEM / PRTB / PHS / PTC / PSB / PRP / PSDB / PEN / SD;1;Não Eleito;2014-10-05 21:24:08;TO;270000000279;#NE;680;2014;0,4472;314392;703013
TO;3;Governador;90;ATAÍDES DE OLIVEIRA;ATAÍDES OLIVEIRA;PROS;PROS / PTN / PPL / PMN / PSDC / PC do B / PT do B;1;Não Eleito;2014-10-05 21:24:08;TO;270000000108;#NE;680;2014;0,0354;24874;703013
TO;3;Governador;21;CARLOS POTENGY BARBOSA RIBEIRO;POTENGY;PCB;PCB;1;Não Eleito;2014-10-05 21:24:08;TO;270000000003;#NE;680;2014;0,0027;1873;703013
TO;3;Governador;50;EULERLENE ANGELIM GOMES;EULA ANGELIM;PSOL;PSOL;1;Não Eleito;2014-10-05 21:24:08;TO;270000000621;#NE;680;2014;0,0018;1234;703013
